foodID,dietID,foodName,logdate,mealNum,servings
860,338,odio,2023-02-01 03:35:55,2,75.43
709,339,amet eleifend pede libero,2022-10-25 00:04:49,4,1.6
164,340,parturient montes nascetur ridiculus mus etiam,2022-12-24 02:04:47,1,83.78
78,341,venenatis lacinia,2022-06-04 16:32:11,3,74.35
448,342,tortor sollicitudin,2022-11-06 13:32:11,1,56.65
111,343,dapibus duis at velit,2022-09-06 20:27:48,2,50.89
635,344,turpis,2022-12-10 05:14:40,4,65.45
300,345,viverra eget,2022-10-05 07:37:47,2,7.56
550,346,sagittis nam congue risus semper porta,2023-03-02 11:51:28,5,58.96
680,347,lacinia erat,2022-07-14 09:42:30,1,5.33
60,348,felis sed lacus morbi sem mauris,2022-08-01 12:23:15,5,76.85
821,349,molestie sed justo pellentesque viverra,2022-11-25 16:36:31,4,47.34
301,350,tincidunt,2023-03-27 13:46:49,5,27.13
846,351,eget nunc,2023-03-31 14:40:05,5,45.77
607,352,viverra pede,2022-08-17 03:39:02,5,30.11
159,353,in hac,2022-09-22 13:44:30,4,59.86
858,354,turpis eget elit,2022-10-26 08:32:41,1,88.97
688,355,quisque ut erat curabitur gravida,2022-07-21 04:03:56,4,18.94
820,356,sollicitudin,2022-09-10 17:06:01,2,21.88
561,357,massa donec,2023-04-04 03:51:15,5,88.04
559,358,metus vitae ipsum aliquam non mauris,2022-10-28 06:52:41,5,75.04
83,359,ut,2023-01-12 14:44:41,3,59.66
720,360,justo sit amet sapien dignissim,2022-05-27 18:19:09,4,40.42
532,361,cum sociis,2022-06-30 15:49:01,1,99.16
135,362,posuere cubilia curae duis,2022-10-31 03:23:16,5,26.16
930,363,aenean lectus pellentesque eget,2022-09-03 05:18:09,4,62.56
965,364,mauris viverra diam,2023-01-07 03:24:08,5,15.15
120,365,nonummy maecenas tincidunt lacus at velit,2023-02-22 01:58:21,3,5.68
701,366,euismod scelerisque quam turpis adipiscing,2022-05-06 21:10:30,5,90.7
101,367,ipsum aliquam non mauris,2023-04-01 05:19:46,2,92.05
655,368,leo odio porttitor id consequat in,2023-01-29 17:59:41,2,54.57
995,369,lacus at turpis donec posuere,2022-08-20 02:31:11,2,35.58
613,370,integer ac leo pellentesque ultrices mattis,2022-08-08 17:36:19,3,59.19
254,371,felis eu,2022-08-31 21:52:25,1,56.85
218,372,justo in blandit ultrices,2023-04-15 16:32:14,3,85.68
740,373,donec diam neque,2022-09-20 14:13:54,5,92.84
757,374,mauris enim leo,2022-12-13 05:56:16,3,30.56
960,375,risus dapibus augue vel accumsan,2023-01-01 23:48:08,4,41.83
413,376,consequat in,2022-04-30 22:49:59,3,72.37
277,377,dapibus duis,2022-04-23 09:46:23,1,41.5
90,378,erat curabitur gravida nisi at,2022-10-27 02:19:27,4,13.85
641,379,luctus et ultrices posuere,2023-03-08 13:12:51,1,82.25
501,380,nisi nam ultrices,2022-07-11 22:50:01,2,87.4
838,381,maecenas leo odio condimentum id,2022-07-13 19:46:08,4,5.21
424,382,erat nulla,2023-02-16 12:50:29,3,37.58
486,383,semper interdum mauris ullamcorper purus sit,2023-02-27 01:53:00,4,14.5
797,384,sapien non mi integer ac,2023-01-07 07:10:09,5,57.68
744,385,sem fusce consequat nulla nisl,2022-06-12 05:09:45,4,95.71
466,386,eu magna,2023-03-27 18:44:10,3,14.67
822,387,nulla,2023-03-21 21:03:41,1,16.21
753,388,congue eget semper rutrum,2023-03-22 11:54:33,5,41.2
316,389,sapien quis,2022-06-03 06:08:10,1,27.5
265,390,vestibulum quam,2022-10-27 05:20:30,2,87.16
986,391,iaculis congue,2022-06-23 09:02:53,2,68.85
620,392,iaculis congue vivamus,2022-04-20 19:36:08,3,36.08
198,393,id justo sit,2022-11-06 01:48:29,1,89.88
36,394,dis,2023-03-19 20:37:13,2,97.74
511,395,tortor,2022-08-24 16:56:49,3,52.95
331,396,lacinia,2022-09-10 13:06:50,3,52.49
21,397,nisi,2023-01-14 19:28:44,3,46.23
813,398,ante vestibulum ante ipsum primis,2023-03-06 20:11:48,2,96.2
522,399,diam neque vestibulum,2022-05-22 00:10:51,1,54.29
445,400,nunc nisl duis bibendum felis sed,2023-04-16 23:13:52,1,59.19
440,401,aliquam augue quam,2022-05-08 17:18:36,5,35.25
618,402,ante ipsum,2022-07-04 04:30:16,2,6.32
850,403,eros viverra eget congue,2022-09-21 13:25:14,2,96.2
820,404,sollicitudin,2022-07-06 05:52:30,4,81.95
370,405,proin leo,2023-03-08 17:03:17,4,66.6
570,406,posuere,2022-12-28 09:33:13,2,29.15
95,407,tristique tortor eu,2022-05-14 18:39:56,4,96.71
673,408,augue quam sollicitudin vitae consectetuer,2022-12-02 15:10:13,4,49.85
388,409,primis,2022-08-11 03:35:17,5,58.03
55,410,vitae consectetuer,2023-03-13 20:26:04,4,74.85
246,411,eu,2022-06-12 21:37:31,3,55.2
237,412,ipsum primis in faucibus orci,2023-02-14 15:22:16,3,96.16
506,413,tristique est et tempus,2022-05-03 11:29:43,1,88.6
728,414,risus,2022-06-22 16:02:56,2,40.86
30,415,vestibulum sed magna at,2022-09-14 11:40:57,2,83.04
678,416,morbi porttitor,2022-05-18 21:17:09,3,81.7
701,417,euismod scelerisque quam turpis adipiscing,2022-11-15 21:26:08,4,94.89
411,418,est congue elementum in hac,2023-01-07 19:48:10,3,64.38
921,419,fusce consequat nulla nisl nunc nisl,2022-07-08 03:08:24,3,21.07
279,420,non mattis pulvinar,2022-06-03 10:49:47,5,32.87
375,421,ut massa quis augue luctus tincidunt,2023-02-06 05:55:06,3,14.96
443,422,in magna bibendum imperdiet nullam orci,2022-05-12 07:30:55,4,54.36
869,423,vestibulum sagittis sapien cum sociis,2023-01-14 17:54:10,5,9.62
782,424,congue risus semper porta,2022-10-12 00:47:43,3,15.18
559,425,metus vitae ipsum aliquam non mauris,2022-12-03 17:30:48,5,72.16
486,426,semper interdum mauris ullamcorper purus sit,2022-08-03 18:55:29,5,44.29
337,427,rhoncus,2022-10-29 11:51:44,5,83.75
340,428,mi in porttitor,2023-04-18 01:09:44,2,93.54
936,429,in hac habitasse platea dictumst morbi,2022-06-28 20:04:54,5,13.42
221,430,cursus id turpis integer aliquet massa,2022-08-17 03:27:02,5,33.07
642,431,interdum,2022-07-28 02:21:37,2,45.21
194,432,eros suspendisse,2023-03-20 17:29:51,4,84.16
65,433,id ornare imperdiet sapien urna,2022-12-19 20:41:07,1,90.72
354,434,nulla sed,2022-09-26 13:00:58,3,58.17
472,435,in libero ut massa,2022-08-03 04:27:43,4,7.77
657,436,pede,2023-03-05 06:25:00,4,55.93
783,437,et ultrices posuere cubilia curae,2023-03-11 17:39:17,3,86.25
666,438,orci luctus,2022-11-26 10:53:05,2,65.54
667,439,id massa id nisl venenatis,2022-08-29 03:32:32,1,83.19
868,440,nascetur ridiculus mus,2022-11-15 04:00:12,1,77.45
721,441,aliquet at feugiat non pretium,2022-05-26 03:54:56,5,80.44
125,442,dui vel nisl,2022-05-21 02:38:15,2,8.39
942,443,faucibus orci luctus,2022-11-06 20:32:24,1,38.43
662,444,venenatis non,2023-03-27 08:56:19,3,24.74
234,445,donec pharetra,2023-01-14 00:56:09,5,66.52
990,446,consequat,2023-01-03 21:09:41,2,30.44
341,447,est lacinia nisi venenatis,2022-07-01 21:06:37,2,71.01
790,448,accumsan felis,2022-09-11 02:33:03,5,62.17
772,449,dapibus nulla suscipit ligula in,2023-03-07 14:15:55,1,40.71
577,450,tortor sollicitudin mi sit amet lobortis,2023-01-15 20:33:52,1,9.72
505,451,ante ipsum,2023-03-09 23:37:36,4,46.54
220,452,purus sit amet,2023-02-18 04:39:44,2,82.5
648,453,nulla quisque arcu libero rutrum,2022-11-04 16:18:38,3,42.33
105,454,vel sem sed sagittis,2022-07-15 19:05:15,1,57.84
436,455,consequat morbi a ipsum integer,2023-01-05 19:10:36,1,81.58
984,456,donec ut,2022-10-28 00:09:38,4,13.15
825,457,aliquam sit amet diam in magna,2022-08-29 19:39:57,1,54.61
111,458,dapibus duis at velit,2022-11-15 01:46:31,3,10.3
574,459,amet eros suspendisse accumsan,2022-06-07 16:48:11,3,17.32
810,460,primis in faucibus,2023-03-26 06:27:45,1,85.63
52,461,nulla tempus vivamus in felis,2022-11-07 00:58:48,4,61.59
283,462,enim leo rhoncus sed vestibulum sit,2022-06-14 06:29:58,5,39.37
314,463,cum sociis natoque penatibus et,2023-03-23 22:50:36,5,45.73
371,464,massa,2022-07-20 01:39:21,2,63.65
941,465,velit id pretium iaculis,2022-12-01 17:00:11,5,70.28
868,466,nascetur ridiculus mus,2022-12-16 12:22:30,3,61.67
286,467,et eros,2022-06-23 04:15:39,2,93.22
353,468,mauris viverra,2022-11-30 03:37:29,4,15.83
158,469,maecenas ut,2023-02-11 15:28:47,2,29.9
740,470,donec diam neque,2022-11-21 04:07:09,2,44.41
439,471,ante ipsum primis in faucibus orci,2022-05-23 10:31:43,3,76.88
700,472,dictumst maecenas ut massa quis augue,2022-09-23 04:33:50,1,45.28
71,473,dictumst aliquam,2022-07-28 10:15:23,1,23.11
940,474,erat quisque erat eros viverra,2022-12-03 11:26:14,1,53.26
695,475,pulvinar nulla,2022-08-20 16:17:03,2,79.21
414,476,quam turpis adipiscing lorem vitae mattis,2022-12-17 12:46:44,4,34.9
567,477,neque sapien,2022-06-25 15:43:55,5,28.6
752,478,morbi ut odio,2023-02-15 22:51:24,2,56.19
817,479,ac,2022-08-17 21:46:23,1,42.28
899,480,et,2022-06-07 10:17:29,3,95.2
162,481,turpis eget elit sodales,2022-05-07 22:13:51,3,46.58
604,482,elit proin interdum mauris non,2022-08-07 16:24:01,4,66.81
719,483,porttitor lorem id ligula suspendisse,2022-06-08 10:58:29,1,85.58
28,484,pellentesque,2023-01-14 01:52:38,4,85.82
862,485,quisque ut erat curabitur,2022-07-12 06:45:38,3,6.37
764,486,turpis elementum ligula vehicula consequat morbi,2022-07-31 13:37:16,1,99.51
80,487,orci,2022-07-21 08:04:55,2,80.24
488,488,habitasse platea dictumst aliquam augue quam,2023-02-05 19:28:38,4,3.41
935,489,et magnis dis parturient montes,2023-02-11 08:53:37,4,62.08
859,490,et,2022-12-08 23:37:46,2,56.29
227,491,commodo,2023-04-09 20:22:14,4,24.91
565,492,eget,2023-03-24 22:59:09,5,53.56
332,493,ultrices posuere cubilia curae duis faucibus,2023-02-13 18:14:14,5,45.99
444,494,quam a odio in hac,2022-07-24 06:58:22,5,71.86
5,495,fusce lacus,2022-12-03 21:55:35,1,58.23
768,496,nullam orci pede venenatis,2023-02-19 08:19:18,1,77.14
228,497,nam tristique tortor eu pede,2022-08-09 23:39:14,3,47.52
419,498,sociis natoque penatibus et,2023-01-13 12:48:22,1,21.48
793,499,sociis natoque penatibus et,2023-03-20 03:56:12,1,77.84
800,500,tincidunt eget tempus vel pede,2022-12-03 17:51:06,1,72.67
