foodID,foodName,NumServings,unit,carbs,protein,fat
433,lobortis convallis,275.18,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,84,27,27
434,platea dictumst morbi vestibulum velit,101.35,turpis enim blandit mi in porttitor pede justo eu massa donec,16,78,98
435,sed justo pellentesque viverra,40.38,vehicula consequat morbi a ipsum integer a nibh in quis justo,16,70,24
436,erat,119.09,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,7,71,57
437,vestibulum ante ipsum,64.64,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,74,68,73
438,pharetra magna ac consequat metus,256.55,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,44,62,100
439,sodales sed tincidunt eu felis fusce,12.44,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,98,75,19
440,commodo placerat praesent blandit,82.86,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,50,21,4
441,dapibus duis at velit eu,348.97,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,49,20,47
442,sagittis nam congue risus semper porta,64.1,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,95,42,5
443,nunc proin at turpis a,29.35,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,52,97,49
444,pulvinar sed nisl nunc rhoncus,185.49,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,12,33,84
445,quam a odio in,31.19,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,99,4,69
446,mauris sit amet,340.09,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,79,8,35
447,id pretium iaculis,324.09,praesent lectus vestibulum quam sapien varius ut blandit non interdum in,86,13,97
448,augue vestibulum,174.73,curabitur in libero ut massa volutpat convallis morbi odio odio elementum,97,69,48
449,lorem vitae,205.95,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,87,81,97
450,cubilia curae nulla dapibus,13.88,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,30,76,97
451,et magnis dis parturient montes,90.65,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,78,59,9
452,convallis duis consequat,68.08,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,26,87,11
453,ac neque duis bibendum,377.64,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,44,17,89
454,non,304.63,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,4,85,23
455,cras pellentesque volutpat dui maecenas,144.34,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,79,45,31
456,in lectus pellentesque,87.37,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,56,24,55
457,in felis,322.63,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,87,19,90
458,odio,269.69,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,23,29,36
459,ac lobortis vel dapibus at diam,384.95,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,44,60,85
460,ultrices,148.94,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,66,91,52
461,sapien,134.64,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,37,27,47
462,sit amet nulla quisque arcu,146.58,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,51,50,55
463,primis in faucibus orci luctus,90.87,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,49,20,50
464,mauris,234.92,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,86,38,64
465,mauris ullamcorper,342.78,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,7,60,40
466,amet sapien dignissim,263.34,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,88,25,52
467,nisl duis bibendum,235.82,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,1,50,54
468,non quam nec dui luctus,319.06,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,62,40,97
469,elit proin risus praesent lectus,384.78,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,57,17,12
470,sit amet cursus id turpis,18.35,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,45,14,28
471,quis libero,234.79,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,28,26,71
472,in quis,283.5,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,42,16,73
473,dolor,367.22,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,31,12,93
474,posuere nonummy integer non,230.21,urna ut tellus nulla ut erat id mauris vulputate elementum,72,62,53
475,vivamus in felis,17.62,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,66,27,44
476,tincidunt eget tempus vel pede morbi,96.83,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,94,48,53
477,dapibus dolor vel est donec,374.75,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,94,92,70
478,nam ultrices,369.9,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,6,34,34
479,orci luctus et ultrices posuere,192.16,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,27,17,69
480,varius nulla,376.45,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,20,6,33
481,orci,352.07,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,3,33,28
482,potenti cras,32.13,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,90,45,75
483,magna bibendum imperdiet nullam orci,232.69,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,62,86,99
484,porttitor lacus at turpis donec,219.79,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,9,37,25
485,ante ipsum primis in faucibus,92.84,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,9,100,55
486,et ultrices posuere cubilia curae nulla,389.64,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,6,29,40
487,curae mauris,142.84,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,79,52,59
488,ac enim in tempor turpis,272.26,quisque porta volutpat erat quisque erat eros viverra eget congue eget,60,35,49
489,faucibus orci luctus et ultrices posuere,96.99,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,83,32,24
490,duis faucibus accumsan odio curabitur convallis,188.64,suscipit a feugiat et eros vestibulum ac est lacinia nisi,71,75,70
491,lorem,348.77,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,39,48,56
492,mauris lacinia,259.94,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,62,88,41
493,tristique est,168.65,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,10,97,40
494,sodales scelerisque mauris sit amet,206.36,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,71,80,63
495,id nisl,201.04,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,94,84,64
496,cursus,11.98,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,28,33,61
497,vitae ipsum,105.49,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,55,20,47
498,eu felis fusce posuere,1.16,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,59,88,6
499,quam,138.29,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,46,56,1
500,nulla sed vel enim sit,301.61,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,60,71,33
501,congue diam id,174.14,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,7,35,65
502,integer,357.91,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,24,82,18
503,primis,391.24,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,70,73,44
504,potenti nullam porttitor,291.84,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,16,32,16
505,tincidunt nulla mollis molestie,242.88,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,78,78,98
506,scelerisque mauris,288.7,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,80,2,3
507,nulla justo aliquam quis,109.18,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,89,78,37
508,ipsum primis,216.52,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,36,77,5
509,vel pede morbi porttitor lorem,93.57,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,82,44,89
510,eu tincidunt in leo,273.07,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,89,41,71
511,interdum mauris non ligula pellentesque,82.65,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,80,93,10
512,at turpis a pede posuere,163.08,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,39,79,72
513,cubilia curae nulla dapibus dolor,195.31,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,79,87,28
514,duis,53.0,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,8,76,22
515,lacinia erat vestibulum,153.5,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,93,99,16
516,sed accumsan felis ut at,152.4,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,31,100,41
517,eu,166.08,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,92,77,30
518,nisl aenean lectus,386.08,donec semper sapien a libero nam dui proin leo odio porttitor id,71,45,36
519,vestibulum,154.94,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,13,77,86
520,adipiscing elit proin interdum mauris non,40.93,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,36,37,31
521,tortor risus dapibus augue vel,278.46,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,90,39,37
522,sodales sed tincidunt eu,79.16,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,82,32,13
523,eu magna vulputate luctus cum,142.39,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,81,66,95
524,facilisi cras non velit,55.06,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,21,13,23
525,in,258.55,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,72,24,19
526,mauris morbi non lectus aliquam sit,40.8,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,63,85,2
527,non velit nec nisi vulputate nonummy,297.71,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,34,33,87
528,sed tincidunt,314.79,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,57,49,65
529,dictumst maecenas ut massa quis,203.22,id luctus nec molestie sed justo pellentesque viverra pede ac,36,86,72
530,orci vehicula condimentum,57.81,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,81,88,69
531,scelerisque mauris sit amet,74.76,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,22,36,30
532,massa donec dapibus duis,141.55,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,0,76,79
533,in eleifend,205.24,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,11,44,38
534,nec nisi volutpat eleifend,340.92,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,7,52,27
535,tortor sollicitudin mi sit,315.31,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,90,35,60
536,metus sapien ut nunc vestibulum,7.9,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,22,92,10
537,a feugiat,226.51,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,67,50,77
538,in hac habitasse platea dictumst,232.27,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,42,91,69
539,donec pharetra magna,329.75,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,0,22,60
540,magna,342.74,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,39,63,36
541,habitasse platea,224.56,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,49,62,97
542,ac nulla,308.96,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,90,50,18
543,tristique in tempus sit amet,370.37,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,3,37,90
544,turpis enim blandit mi in porttitor,47.17,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,55,83,1
545,accumsan odio curabitur,324.64,blandit mi in porttitor pede justo eu massa donec dapibus duis,11,4,45
546,luctus ultricies,215.25,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,49,40,22
547,hac habitasse platea dictumst etiam faucibus,150.71,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,16,29,95
548,in blandit ultrices enim lorem ipsum,343.47,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,81,77,51
549,hac habitasse platea dictumst maecenas ut,293.07,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,66,68,65
550,aenean sit,34.08,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,35,14,70
551,morbi,382.05,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,60,95,85
552,mauris eget massa tempor convallis nulla,58.16,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,5,15,74
553,amet,134.3,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,19,52,93
554,sed vel,137.48,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,75,59,12
555,platea dictumst aliquam,52.97,vel ipsum praesent blandit lacinia erat vestibulum sed magna at,78,0,14
556,maecenas pulvinar,266.47,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,86,23,85
557,nec nisi volutpat,237.12,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,50,77,53
558,ac neque duis bibendum morbi,161.64,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,22,52,22
559,vehicula condimentum curabitur in libero,157.34,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,50,30,76
560,diam id ornare imperdiet sapien,122.77,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,74,82,26
561,erat vestibulum sed magna at nunc,303.21,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,22,96,56
562,vel nisl duis ac,393.68,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,25,65,26
563,fermentum donec ut mauris eget massa,119.54,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,22,75,84
564,dui vel sem sed sagittis,32.67,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2,33,95
565,nibh quisque id justo sit,85.74,mi in porttitor pede justo eu massa donec dapibus duis at velit eu,61,14,86
566,amet nulla quisque arcu,211.84,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,22,35,62
567,auctor gravida sem praesent,348.75,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,100,52,16
568,fusce congue diam id,59.2,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,30,14,89
569,at velit,308.05,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,20,84,65
570,ipsum praesent blandit lacinia erat,391.77,mattis egestas metus aenean fermentum donec ut mauris eget massa,91,20,88
571,aenean,396.48,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,83,50,28
572,felis ut at,363.72,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,57,94,50
573,in tempus sit amet,390.4,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,50,6,26
574,sit amet erat nulla,379.21,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,99,92,45
575,ante vestibulum ante ipsum primis in,80.33,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,29,62,50
576,maecenas leo odio condimentum id luctus,219.96,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,34,2,27
577,nunc viverra dapibus,157.66,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,97,22,68
578,vel pede morbi porttitor lorem id,259.84,pede justo eu massa donec dapibus duis at velit eu,54,41,63
579,tellus semper interdum mauris,227.05,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,66,20,7
580,aliquam convallis nunc proin,159.91,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,19,63,30
581,rhoncus dui vel sem,47.97,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,65,79,86
582,quis,381.66,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,58,79,31
583,sit,23.82,erat id mauris vulputate elementum nullam varius nulla facilisi cras,4,29,50
584,ut rhoncus aliquet pulvinar sed,60.31,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,94,27,51
585,vivamus vestibulum sagittis,266.31,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,83,86,86
586,enim lorem ipsum dolor sit,333.8,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,96,32,18
587,donec ut dolor,264.61,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,49,83,99
588,pretium quis lectus suspendisse potenti in,229.17,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,67,23,49
589,ultrices enim lorem ipsum dolor sit,172.34,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,15,48,33
590,vulputate justo in blandit ultrices,321.6,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,39,27,63
591,nibh in lectus pellentesque at nulla,53.06,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,16,40,81
592,in quam,183.96,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,91,37,36
593,ultrices,76.12,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,7,63,78
594,dui proin leo odio porttitor id,247.24,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,5,47,90
595,quis,18.47,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,47,38,86
596,augue vestibulum rutrum rutrum neque aenean,140.13,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,77,45,87
597,augue vel accumsan tellus nisi,4.79,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,65,25,72
598,eget semper rutrum nulla,50.83,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,38,71,82
599,blandit nam nulla integer pede justo,8.17,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,68,67,8
600,sociis,325.3,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,43,54,18
601,volutpat in congue etiam justo,362.48,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,11,31,43
602,felis sed interdum venenatis turpis enim,58.68,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,89,24,36
603,potenti cras in,117.01,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,43,96,89
604,vulputate nonummy maecenas tincidunt lacus,391.67,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,85,71,90
605,mattis odio,36.17,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,77,51,11
606,consequat varius integer ac,348.11,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,53,38,7
607,vitae ipsum aliquam non mauris,125.61,mauris sit amet eros suspendisse accumsan tortor quis turpis sed,49,21,76
608,ultricies eu nibh quisque,233.8,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,26,64,58
609,penatibus et magnis dis parturient,56.4,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,17,87,14
610,ligula nec,295.92,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,45,18,17
611,gravida sem praesent,278.41,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,44,62,3
612,ac,14.69,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,88,52,62
613,neque libero convallis eget,15.18,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,72,66,10
614,vehicula condimentum curabitur in libero ut,217.33,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,77,0,16
615,ridiculus mus vivamus vestibulum,212.99,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,31,42,25
616,metus,226.53,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,21,85,29
617,curabitur at ipsum ac tellus,346.74,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,34,76,82
618,aenean lectus pellentesque,262.87,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,22,14,22
619,justo etiam pretium iaculis justo in,103.88,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,26,76,56
620,erat tortor sollicitudin mi sit,58.3,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,49,86,88
621,cum sociis,119.57,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,33,83,5
622,nunc viverra dapibus nulla suscipit,328.17,sed nisl nunc rhoncus dui vel sem sed sagittis nam,52,13,57
623,pede justo lacinia eget tincidunt,380.66,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,45,51,40
624,morbi odio odio elementum eu,23.57,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,30,35,50
625,pede venenatis non sodales sed,320.37,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,12,76,31
626,a feugiat et eros vestibulum ac,21.3,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,99,88,80
627,odio porttitor id consequat,9.16,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,68,48,34
628,arcu libero rutrum ac,279.4,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,63,25,42
629,cras pellentesque volutpat dui maecenas,142.54,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,86,73,97
630,vestibulum sagittis sapien cum sociis natoque,226.07,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,64,65,72
631,natoque,168.21,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,35,24,77
632,orci vehicula condimentum curabitur in libero,300.95,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,42,81,89
633,et eros,97.63,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,88,33,74
634,vivamus metus arcu adipiscing molestie,265.24,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,90,3,49
635,vestibulum,128.27,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,62,29,57
636,lectus pellentesque eget nunc donec,215.06,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,61,62,56
637,volutpat,187.67,pede justo eu massa donec dapibus duis at velit eu est congue,47,18,21
638,ac tellus semper,179.26,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,98,3,51
639,ipsum,193.52,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,15,89,12
640,consequat metus sapien,331.09,felis fusce posuere felis sed lacus morbi sem mauris laoreet,47,99,50
641,blandit ultrices enim lorem,169.59,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,92,39,65
642,quis odio consequat,198.99,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,36,91,77
643,etiam,295.43,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,93,72,70
644,curabitur in,164.9,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,50,8,58
645,eget nunc donec quis orci eget,373.71,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,21,98,1
646,duis bibendum morbi non quam nec,8.08,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,48,88,65
647,cubilia curae mauris,315.32,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,41,79,39
648,justo,215.24,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,52,48,8
